,name,github_id,category,show,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,github_release_downloads,monthly_downloads,trending
72,Exomiser,exomiser/Exomiser,others,True,https://github.com/exomiser/Exomiser,https://github.com/exomiser/Exomiser,AGPL-3.0,2014-11-04 10:09:50,2021-05-06 15:01:15,2019-10-01 09:04:41,35.0,105.0,245.0,79,2486.0,2019-10-01 15:21:29,12.1.0,21.0,A Tool to Annotate and Prioritize Exome Variants.,,,15.0,15,2,7765.0,99.0,
73,GLnexus,dnanexus-rnd/GLnexus,vcf-bcf,True,https://github.com/dnanexus-rnd/GLnexus,https://github.com/dnanexus-rnd/GLnexus,Apache-2.0,2015-04-08 05:05:05,2021-02-17 18:46:17,2021-02-17 18:46:03,22.0,40.0,46.0,68,622.0,2021-02-17 22:48:54,1.3.1,28.0,Scalable gVCF merging and joint variant calling for population sequencing projects.,,,7.0,15,3,1319.0,38.0,
74,haplogrep-cmd,seppinho/haplogrep-cmd,mtdna,True,https://github.com/seppinho/haplogrep-cmd,https://github.com/seppinho/haplogrep-cmd,MIT,2018-03-01 10:17:27,2021-03-05 15:58:38,2021-01-18 21:37:41,16.0,13.0,25.0,41,405.0,2020-09-25 12:41:03,2.2.9,33.0,HaploGrep - mtDNA haplogroup classification. Supporting rCRS and RSRS.,,,5.0,15,1,6723.0,176.0,
75,seqtk,lh3/seqtk,fasta-fastq,True,https://github.com/lh3/seqtk,https://github.com/lh3/seqtk,MIT,2012-03-23 23:24:13,2021-03-23 00:37:57,2021-03-23 00:37:46,240.0,33.0,98.0,821,118.0,2018-06-18 00:25:49,1.3,3.0,Toolkit for processing sequences in FASTA/Q formats.,,,8.0,14,3,,,
76,sra-tools,ncbi/sra-tools,others,True,https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools,,2014-08-21 21:25:38,2021-05-06 16:06:45,2021-05-04 14:54:37,164.0,35.0,453.0,544,4720.0,,,,SRA Tools.,,,33.0,14,3,,,
77,SURVIVOR,fritzsedlazeck/SURVIVOR,structural-variation,True,https://github.com/fritzsedlazeck/SURVIVOR,https://github.com/fritzsedlazeck/SURVIVOR,MIT,2015-10-27 14:55:45,2020-12-02 04:34:55,2020-12-02 04:34:50,29.0,25.0,108.0,184,164.0,2019-02-20 13:30:45,1.0.6,7.0,"Toolset for SV simulation, comparison and filtering.",,,11.0,14,2,,,
78,bam-readcount,genome/bam-readcount,sam-bam-cram,True,https://github.com/genome/bam-readcount,https://github.com/genome/bam-readcount,MIT,2012-01-26 20:32:57,2020-02-10 19:39:19,2020-02-10 19:39:19,68.0,35.0,26.0,182,214.0,2016-10-22 03:26:23,0.8.0,5.0,count DNA sequence reads in BAM files.,,,13.0,14,3,,,
79,CNVnator,abyzovlab/CNVnator,cnv,True,https://github.com/abyzovlab/CNVnator,https://github.com/abyzovlab/CNVnator,,2014-07-02 01:46:50,2021-04-22 19:45:10,2020-07-07 15:27:08,55.0,1.0,220.0,142,165.0,2019-08-13 07:33:26,0.4.1,5.0,a tool for CNV discovery and genotyping from depth-of-coverage by mapped reads.,,,19.0,14,2,11978.0,166.0,
80,alfred,tobiasrausch/alfred,sam-bam-cram,True,https://github.com/tobiasrausch/alfred,https://github.com/tobiasrausch/alfred,BSD-3-Clause,2016-02-25 08:32:15,2021-04-19 18:57:23,2021-04-19 18:57:20,9.0,4.0,31.0,87,593.0,2021-02-16 20:00:50,0.2.3,21.0,"BAM Statistics, Feature Counting and Annotation.",,,3.0,14,3,808.0,15.0,
81,kalign,TimoLassmann/kalign,sequence-alignment,True,https://github.com/TimoLassmann/kalign,https://github.com/TimoLassmann/kalign,GPL-3.0,2019-04-18 07:15:11,2021-04-16 01:53:00,2021-04-16 01:49:06,10.0,2.0,16.0,52,319.0,2021-04-16 02:02:12,3.3.1,7.0,A fast multiple sequence alignment program.,,,4.0,14,2,421.0,22.0,
82,STRling,quinlan-lab/STRling,str,True,https://github.com/quinlan-lab/STRling,https://github.com/quinlan-lab/STRling,MIT,2019-07-09 17:36:04,2021-04-30 15:46:42,2021-04-29 23:08:54,3.0,11.0,20.0,33,311.0,2021-03-10 19:48:33,0.4.2,8.0,Detect novel (and reference) STR expansions from short-read data.,,,3.0,14,1,160.0,8.0,
83,Phen2Gene,WGLab/Phen2Gene,others,True,https://github.com/WGLab/Phen2Gene,https://github.com/WGLab/Phen2Gene,MIT,2019-03-15 15:32:12,2021-03-22 08:00:28,2021-03-22 07:58:12,8.0,1.0,7.0,23,114.0,2021-03-22 08:00:28,1.2.3,8.0,Phenotype driven gene prioritization for HPO.,,,14.0,14,3,766.0,30.0,
84,wtdbg2,ruanjue/wtdbg2,assembler,True,https://github.com/ruanjue/wtdbg2,https://github.com/ruanjue/wtdbg2,GPL-3.0,2017-09-29 10:24:08,2021-02-06 12:20:30,2020-12-11 02:30:21,79.0,17.0,199.0,417,437.0,2019-09-13 08:06:32,2.5,6.0,Redbean: A fuzzy Bruijn graph approach to long noisy reads assembly.,,,7.0,13,2,1327.0,41.0,
85,Sniffles,fritzsedlazeck/Sniffles,structural-variation,True,https://github.com/fritzsedlazeck/Sniffles,https://github.com/fritzsedlazeck/Sniffles,MIT,2015-10-25 18:32:47,2020-12-18 14:47:59,2020-12-18 14:47:54,48.0,43.0,211.0,259,182.0,2020-07-14 17:27:50,1.0.12a,13.0,Structural variation caller using third generation sequencing.,,,10.0,13,3,,,
86,hap.py,Illumina/hap.py,vcf-bcf,True,https://github.com/Illumina/hap.py,https://github.com/Illumina/hap.py,,2015-04-28 12:43:18,2021-03-18 01:06:20,2021-03-18 01:04:53,82.0,70.0,57.0,257,582.0,2021-03-18 01:06:20,0.3.14,6.0,Haplotype VCF comparison tools.,,,20.0,13,3,51.0,1.0,
87,NextDenovo,Nextomics/NextDenovo,assembler,True,https://github.com/Nextomics/NextDenovo,https://github.com/Nextomics/NextDenovo,,2019-01-09 07:39:29,2021-02-07 08:41:35,2021-02-07 08:37:26,39.0,15.0,98.0,173,74.0,2020-12-27 05:44:02,2.4.0,10.0,Fast and accurate de novo assembler for long reads.,,,2.0,13,2,4695.0,173.0,
88,samblaster,GregoryFaust/samblaster,sam-bam-cram,True,https://github.com/GregoryFaust/samblaster,https://github.com/GregoryFaust/samblaster,MIT,2014-02-11 18:27:47,2020-06-04 16:29:22,2020-06-04 16:29:03,22.0,9.0,34.0,160,88.0,2020-06-04 16:29:22,.0.1.26,14.0,samblaster: a tool to mark duplicates and extract discordant and split reads from sam files.,,,5.0,13,3,8056.0,93.0,
89,lollipops,joiningdata/lollipops,visualization,True,https://github.com/joiningdata/lollipops,https://github.com/joiningdata/lollipops,GPL-3.0,2014-09-11 20:25:12,2020-08-11 23:36:02,2020-06-30 13:11:44,51.0,2.0,45.0,151,87.0,2020-02-11 15:06:53,1.5.2,16.0,Lollipop-style mutation diagrams for annotating genetic variations.,,,4.0,13,3,3471.0,43.0,
90,hgvs,counsyl/hgvs,others,True,https://github.com/counsyl/hgvs,https://github.com/counsyl/hgvs,MIT,2013-10-22 05:18:32,2020-04-29 11:04:03,2020-03-19 16:18:20,59.0,13.0,20.0,146,179.0,2014-12-30 03:13:46,0.9.2,1.0,HGVS variant name parsing and generation.,6.0,6.0,15.0,13,3,,,
91,neusomatic,bioinform/neusomatic,variant-caller,True,https://github.com/bioinform/neusomatic,https://github.com/bioinform/neusomatic,,2018-08-24 22:34:59,2021-04-19 19:35:09,2020-02-28 08:11:28,40.0,13.0,27.0,127,194.0,2019-07-11 07:35:04,0.2.1,7.0,NeuSomatic: Deep convolutional neural networks for accurate somatic mutation detection.,,,25.0,13,2,,,
92,blasr,PacificBiosciences/blasr,ngs-alignment,True,https://github.com/PacificBiosciences/blasr,https://github.com/PacificBiosciences/blasr,BSD-3-Clause-Clear,2013-03-12 15:22:21,2021-02-26 08:40:08,2021-02-18 10:03:26,75.0,,,125,679.0,2021-02-18 14:43:34,5.3.5,6.0,BLASR: The PacBio long read aligner.,,,19.0,13,3,,,
93,fastx_toolkit,agordon/fastx_toolkit,qc-fastq,True,https://github.com/agordon/fastx_toolkit,https://github.com/agordon/fastx_toolkit,,2013-11-08 13:03:39,2018-12-31 18:07:48,2017-08-14 18:08:32,53.0,7.0,11.0,123,178.0,2014-01-05 21:18:39,0.0.14,4.0,FASTA/FASTQ pre-processing programs.,,,3.0,13,3,69748.0,774.0,
94,OptiType,FRED-2/OptiType,mhc-hla,True,https://github.com/FRED-2/OptiType,https://github.com/FRED-2/OptiType,BSD-3-Clause,2014-05-07 12:08:32,2021-04-19 13:52:34,2020-09-15 10:27:36,65.0,29.0,60.0,118,136.0,2020-09-15 10:42:30,1.3.5,7.0,Precision HLA typing from next-generation sequencing data.,,,13.0,13,2,,,
95,MutScan,OpenGene/MutScan,variant-caller,True,https://github.com/OpenGene/MutScan,https://github.com/OpenGene/MutScan,MIT,2016-07-23 02:34:15,2020-01-21 01:36:20,2020-01-21 01:36:19,35.0,3.0,7.0,114,249.0,2018-05-17 13:43:13,1.14.0,26.0,Detect and visualize target mutations by scanning FastQ files directly.,,,4.0,13,2,7.0,0.0,
96,Genrich,jsh58/Genrich,others,True,https://github.com/jsh58/Genrich,https://github.com/jsh58/Genrich,MIT,2018-06-28 13:18:23,2021-03-17 12:13:39,2021-03-16 18:33:16,18.0,5.0,67.0,102,146.0,2021-03-17 12:13:39,0.6.1,8.0,Detecting sites of genomic enrichment.,,,,13,3,,,
97,ExpansionHunter,Illumina/ExpansionHunter,str,True,https://github.com/Illumina/ExpansionHunter,https://github.com/Illumina/ExpansionHunter,,2016-11-10 19:53:15,2021-03-18 04:19:30,2020-12-20 03:21:29,18.0,23.0,31.0,89,226.0,2020-12-20 03:41:07,4.0.2,22.0,A tool for estimating repeat sizes.,,,14.0,13,2,5225.0,98.0,
98,biobambam2,gt1/biobambam2,sam-bam-cram,True,https://github.com/gt1/biobambam2,https://github.com/gt1/biobambam2,,2015-04-16 12:37:14,2019-03-12 16:24:55,2019-03-12 16:23:43,17.0,27.0,43.0,85,1175.0,2018-03-01 13:57:10,2.0.87-release-20180301132713,50.0,Tools for early stage alignment file processing.,,,8.0,13,3,11547.0,158.0,
99,GeneFuse,OpenGene/GeneFuse,structural-variation,True,https://github.com/OpenGene/GeneFuse,https://github.com/OpenGene/GeneFuse,MIT,2017-01-20 06:12:55,2020-09-17 08:39:30,2020-09-17 08:39:30,45.0,25.0,4.0,71,149.0,2018-09-27 14:05:26,0.6.1,7.0,Gene fusion detection and visualization.,,,3.0,13,3,,,
100,cuteSV,tjiangHIT/cuteSV,structural-variation,True,https://github.com/tjiangHIT/cuteSV,https://github.com/tjiangHIT/cuteSV,MIT,2018-09-11 08:26:12,2021-04-23 01:18:08,2021-04-23 01:18:08,7.0,2.0,22.0,70,166.0,2020-12-31 01:50:39,cuteSV-v1.0.10,10.0,Long read based human genomic structural variation detection with cuteSV.,,,4.0,13,3,,,
101,minia,GATB/minia,assembler,True,https://github.com/GATB/minia,https://github.com/GATB/minia,AGPL-3.0,2016-04-07 09:27:59,2021-03-04 14:54:18,2021-03-04 14:54:07,9.0,5.0,19.0,60,248.0,2020-06-07 21:39:12,3.2.4,6.0,Minia is a short-read assembler based on a de Bruijn graph.,,,10.0,13,2,5341.0,87.0,
102,shapeit4,odelaneau/shapeit4,others,True,https://github.com/odelaneau/shapeit4,https://github.com/odelaneau/shapeit4,MIT,2018-11-12 12:30:29,2021-03-11 08:41:22,2021-03-11 08:25:12,10.0,29.0,24.0,55,64.0,2021-03-11 08:37:16,4.2.1,5.0,Segmented HAPlotype Estimation and Imputation Tool.,,,3.0,13,3,,,
103,denovogear,ultimatesource/denovogear,variant-caller,True,https://github.com/ultimatesource/denovogear,https://github.com/ultimatesource/denovogear,GPL-3.0,2013-12-19 02:31:41,2020-03-30 05:20:42,2020-03-30 05:20:41,23.0,45.0,113.0,41,973.0,2015-04-21 00:22:41,1.1.1,5.0,A program to detect denovo-variants using next-generation sequencing data.,,,25.0,13,2,925.0,11.0,
104,velvet,dzerbino/velvet,assembler,True,https://github.com/dzerbino/velvet,https://github.com/dzerbino/velvet,GPL-2.0,2008-11-07 18:01:58,2018-07-05 15:48:40,2014-08-15 16:13:23,83.0,1.0,32.0,234,400.0,2018-07-05 15:48:40,1.2.10,1.0,Short read de novo assembler using de Bruijn graphs.,,,15.0,12,3,,,
105,FastQC,s-andrews/FastQC,qc-fastq,True,https://github.com/s-andrews/FastQC,https://github.com/s-andrews/FastQC,,2017-12-21 11:48:51,2021-03-31 01:31:34,2021-01-13 13:18:06,45.0,24.0,44.0,177,49.0,2020-01-08 14:24:09,0.11.9,4.0,A quality control analysis tool for high throughput sequencing data.,,,7.0,12,3,,,
106,SpliceAI,Illumina/SpliceAI,variant-annotation,True,https://github.com/Illumina/SpliceAI,https://github.com/Illumina/SpliceAI,,2019-01-02 20:37:36,2021-04-28 02:29:10,2021-04-28 02:29:10,72.0,,63.0,171,161.0,,,,A deep learning-based tool to identify splice variants.,4.0,4.0,11.0,12,2,,,
107,hmmer,EddyRivasLab/hmmer,others,True,https://github.com/EddyRivasLab/hmmer,https://github.com/EddyRivasLab/hmmer,,2015-08-30 03:14:51,2021-05-03 01:03:14,2020-11-27 12:44:21,43.0,9.0,189.0,164,1758.0,,,,HMMER: biological sequence analysis using profile HMMs.,,,18.0,12,3,,,
108,SOAPdenovo2,aquaskyline/SOAPdenovo2,assembler,True,https://github.com/aquaskyline/SOAPdenovo2,https://github.com/aquaskyline/SOAPdenovo2,GPL-3.0,2013-08-24 06:11:01,2021-04-19 13:07:36,2021-04-19 13:07:36,54.0,1.0,61.0,158,53.0,2020-10-23 01:21:46,r242,3.0,Next generation sequencing reads de novo assembler.,,,11.0,12,3,,,
109,VarDict,AstraZeneca-NGS/VarDict,variant-caller,True,https://github.com/AstraZeneca-NGS/VarDict,https://github.com/AstraZeneca-NGS/VarDict,MIT,2014-07-15 12:50:23,2021-01-25 14:10:55,2021-01-25 14:10:54,53.0,16.0,81.0,147,292.0,,,,VarDict.,,,21.0,12,3,,,
110,gtz,Genetalks/gtz,compression,True,https://github.com/Genetalks/gtz,https://github.com/Genetalks/gtz,,2016-11-11 06:26:00,2021-04-06 02:38:22,2021-04-06 02:38:22,38.0,8.0,21.0,139,810.0,2021-04-06 02:26:50,professional_v3.0.1,12.0,"A high performance and compression ratio compressor for genomic data, powered by GTXLab of Genetalks.",,,17.0,12,1,,,
111,hts-nim,brentp/hts-nim,sam-bam-cram,True,https://github.com/brentp/hts-nim,https://github.com/brentp/hts-nim,MIT,2017-08-15 20:34:38,2021-05-05 09:49:06,2021-05-05 09:48:47,18.0,2.0,45.0,135,346.0,2019-02-28 18:20:55,0.2.8,1.0,nim wrapper for htslib for parsing genomics data files.,,,13.0,12,3,172.0,6.0,
112,SUPPA,comprna/SUPPA,quantification,True,https://github.com/comprna/SUPPA,https://github.com/comprna/SUPPA,MIT,2017-01-04 11:45:06,2021-04-24 12:04:35,2021-04-24 12:04:34,45.0,20.0,92.0,123,104.0,2018-02-22 15:44:52,2.3,4.0,SUPPA2: Fast quantification of differential splicing.,,,10.0,12,3,,,
113,genomescope,schatzlab/genomescope,others,True,https://github.com/schatzlab/genomescope,https://github.com/schatzlab/genomescope,Apache-2.0,2016-02-23 20:49:02,2021-05-06 04:12:27,2021-05-06 04:12:22,28.0,32.0,22.0,120,131.0,2017-06-14 18:04:18,1.0.0,1.0,Fast genome analysis from unassembled short reads.,,,9.0,12,3,,,
114,truvari,spiralgenetics/truvari,structural-variation,True,https://github.com/spiralgenetics/truvari,https://github.com/spiralgenetics/truvari,MIT,2018-04-13 17:50:41,2021-04-20 23:17:48,2021-04-20 23:17:10,23.0,,55.0,95,206.0,,,,Structural variant toolkit for VCFs.,2.0,2.0,11.0,12,3,,,
115,tophat,DaehwanKimLab/tophat,ngs-alignment,True,https://github.com/DaehwanKimLab/tophat,https://github.com/DaehwanKimLab/tophat,BSL-1.0,2015-03-30 17:43:30,2018-05-24 15:26:49,2018-05-24 15:24:31,35.0,35.0,11.0,88,4353.0,,,,Spliced read mapper for RNA-Seq.,,,25.0,12,3,,,
116,svim,eldariont/svim,structural-variation,True,https://github.com/eldariont/svim,https://github.com/eldariont/svim,GPL-3.0,2018-02-01 09:40:35,2021-04-15 12:08:47,2021-04-15 12:08:26,7.0,5.0,45.0,85,363.0,2020-10-08 11:33:29,1.4.2,16.0,Structural Variant Identification Method using Long Reads.,1.0,1.0,,12,3,,,
117,HLA-LA,DiltheyLab/HLA-LA,mhc-hla,True,https://github.com/DiltheyLab/HLA-LA,https://github.com/DiltheyLab/HLA-LA,GPL-3.0,2017-03-14 19:36:57,2020-10-01 19:11:48,2020-10-01 19:06:46,24.0,15.0,35.0,70,154.0,2019-04-08 11:18:56,1.0.1,2.0,Fast HLA type inference from whole-genome data.,,,10.0,12,2,,,
118,STRetch,Oshlack/STRetch,str,True,https://github.com/Oshlack/STRetch,https://github.com/Oshlack/STRetch,MIT,2017-01-03 04:20:00,2021-02-25 23:35:38,2021-02-25 23:35:31,12.0,7.0,25.0,53,254.0,2019-01-22 00:57:30,0.4.0,8.0,Method for detecting STR expansions from short-read sequencing data.,,,6.0,12,2,,,
119,pbsv,PacificBiosciences/pbsv,structural-variation,True,https://github.com/PacificBiosciences/pbsv,https://github.com/PacificBiosciences/pbsv,BSD-3-Clause-Clear,2018-05-11 14:42:35,2021-04-19 19:22:51,2021-04-19 19:22:51,11.0,,,52,33.0,2021-04-19 18:59:08,2.6.0,11.0,pbsv - PacBio structural variant (SV) calling and analysis tools.,,,5.0,12,3,,,
120,MToolBox,mitoNGS/MToolBox,mtdna,True,https://github.com/mitoNGS/MToolBox,https://github.com/mitoNGS/MToolBox,GPL-3.0,2015-08-02 18:54:35,2021-02-25 11:09:10,2020-10-14 14:25:25,32.0,41.0,51.0,50,310.0,2019-09-06 15:40:46,1.2.1,5.0,A bioinformatics pipeline to analyze mtDNA from NGS data.,,,6.0,12,3,,,
121,PharmCAT,PharmGKB/PharmCAT,others,True,https://github.com/PharmGKB/PharmCAT,https://github.com/PharmGKB/PharmCAT,MPL-2.0,2016-04-07 01:38:19,2021-04-22 22:57:50,2020-09-09 03:03:29,19.0,15.0,32.0,42,1004.0,,,11.0,The Pharmacogenomic Clinical Annotation Tool.,,,15.0,12,3,1175.0,19.0,
122,jannovar,charite/jannovar,variant-annotation,True,https://github.com/charite/jannovar,https://github.com/charite/jannovar,,2013-07-07 12:57:20,2021-04-26 16:55:10,2019-11-13 13:37:47,28.0,39.0,204.0,40,1974.0,2019-07-30 09:08:49,0.33,23.0,Annotation of VCF variants with functional impact and from databases (executable+library).,1.0,1.0,21.0,12,2,199.0,2.0,
123,KMC,refresh-bio/KMC,kmer,True,https://github.com/refresh-bio/KMC,https://github.com/refresh-bio/KMC,,2014-12-10 16:49:11,2021-02-14 08:39:43,2020-10-01 06:43:35,40.0,63.0,85.0,136,138.0,2019-05-28 10:53:11,3.1.1,8.0,Fast and frugal disk based k-mer counter.,,,12.0,11,2,7572.0,100.0,
124,pindel,genome/pindel,structural-variation,True,https://github.com/genome/pindel,https://github.com/genome/pindel,GPL-3.0,2013-03-05 20:50:49,2020-01-07 15:06:31,2017-05-08 14:34:18,82.0,71.0,14.0,134,697.0,,,,"Pindel can detect breakpoints of large deletions, medium sized insertions, inversions, tandem duplications and other..",,,30.0,11,3,,,
125,pyflow,Illumina/pyflow,workflow,True,https://github.com/Illumina/pyflow,https://github.com/Illumina/pyflow,,2013-05-08 00:58:25,2020-07-01 21:52:29,2020-07-01 21:52:27,32.0,13.0,10.0,114,120.0,2018-03-02 17:28:27,1.1.20,19.0,A lightweight parallel task engine.,,,3.0,11,3,2177.0,23.0,
126,primer3,primer3-org/primer3,primer-designing,True,https://github.com/primer3-org/primer3,https://github.com/primer3-org/primer3,GPL-2.0,2017-10-13 08:07:52,2020-11-16 23:48:18,2020-05-03 12:34:59,32.0,11.0,24.0,107,1083.0,2019-08-17 14:39:21,2.5.0,1.0,Primer3 is a command line tool to select primers for polymerase chain reaction (PCR).,,,7.0,11,3,340.0,16.0,
127,msisensor,ding-lab/msisensor,msi-detection,True,https://github.com/ding-lab/msisensor,https://github.com/ding-lab/msisensor,MIT,2013-09-26 19:18:35,2021-01-06 07:12:42,2021-01-06 07:12:41,45.0,10.0,32.0,104,109.0,2019-05-21 19:01:18,0.6,6.0,microsatellite instability detection using tumor only or paired tumor-normal data.,,,5.0,11,1,355.0,10.0,
128,IMGTHLA,ANHIG/IMGTHLA,mhc-hla,True,https://github.com/ANHIG/IMGTHLA,https://github.com/ANHIG/IMGTHLA,,2014-09-27 18:57:55,2021-04-26 14:26:24,2021-04-26 14:25:47,38.0,1.0,83.0,88,,2021-04-22 11:02:26,3.44.0-alpha,8.0,Github for files currently published in the IPD-IMGT/HLA FTP Directory hosted at the European Bioinformatics Institute.,,,4.0,11,3,,,
129,repaq,OpenGene/repaq,compression,True,https://github.com/OpenGene/repaq,https://github.com/OpenGene/repaq,MIT,2018-07-20 14:35:55,2020-06-14 22:14:51,2020-06-14 22:14:49,15.0,6.0,12.0,83,69.0,2020-01-07 10:03:07,0.3.0,4.0,A fast lossless FASTQ compressor with ultra-high compression ratio.,,,3.0,11,2,,,
130,bwa-meth,brentp/bwa-meth,ngs-alignment,True,https://github.com/brentp/bwa-meth,https://github.com/brentp/bwa-meth,MIT,2013-12-02 21:17:07,2021-02-19 22:30:36,2021-02-19 22:30:28,40.0,12.0,44.0,82,354.0,,,,fast and accurate alignment of BS-Seq reads using bwa-mem and a 3-letter genome.,,,10.0,11,3,,,
131,squeakr,splatlab/squeakr,kmer,True,https://github.com/splatlab/squeakr,https://github.com/splatlab/squeakr,BSD-3-Clause,2017-02-04 22:09:14,2020-12-18 05:05:41,2020-12-18 05:05:16,16.0,10.0,28.0,76,171.0,2019-08-13 04:22:02,V0.7,2.0,Squeakr: An Exact and Approximate k -mer Counting System.,,,6.0,11,2,,,
132,NeoPredPipe,MathOnco/NeoPredPipe,mhc-hla,True,https://github.com/MathOnco/NeoPredPipe,https://github.com/MathOnco/NeoPredPipe,LGPL-3.0,2018-12-08 11:23:31,2021-03-25 17:37:35,2021-03-25 17:37:35,16.0,4.0,23.0,61,253.0,2019-05-29 09:57:59,1.1,2.0,Neoantigens prediction pipeline for multi- or single-region vcf files using ANNOVAR and netMHCpan.,,,4.0,11,3,,,
133,PennCNV,WGLab/PennCNV,cnv,True,https://github.com/WGLab/PennCNV,https://github.com/WGLab/PennCNV,,2015-02-26 05:51:05,2020-08-15 04:23:04,2020-08-15 04:23:03,37.0,23.0,42.0,55,166.0,2019-01-10 04:30:35,1.0.5,6.0,Copy number vaiation detection from SNP arrays.,,,5.0,11,2,,,
134,genozip,divonlan/genozip,compression,True,https://github.com/divonlan/genozip,https://github.com/divonlan/genozip,,2019-12-15 05:23:54,2021-04-16 03:04:20,2021-04-16 03:04:12,2.0,,5.0,54,2169.0,2021-03-24 11:35:10,genozip-11.0.11,39.0,"Compressor for genomic files (FASTQ, SAM/BAM, VCF, FASTA, GVF, 23andMe...), up to 5x better than gzip and faster too.",,,5.0,11,2,,,
135,ExpansionHunterDenovo,Illumina/ExpansionHunterDenovo,str,True,https://github.com/Illumina/ExpansionHunterDenovo,https://github.com/Illumina/ExpansionHunterDenovo,,2019-08-22 22:02:44,2021-05-05 19:57:42,2021-02-16 04:05:52,10.0,13.0,6.0,35,33.0,2020-03-04 05:34:28,0.9.0,5.0,A suite of tools for detecting expansions of short tandem repeats.,,,5.0,11,3,528.0,26.0,
136,prohlatype,hammerlab/prohlatype,mhc-hla,True,https://github.com/hammerlab/prohlatype,https://github.com/hammerlab/prohlatype,Apache-2.0,2016-04-29 06:22:05,2019-08-31 20:01:21,2019-08-04 16:43:02,3.0,11.0,45.0,31,1169.0,2018-04-09 21:26:24,0.9.0,2.0,Probabilistic HLA typing.,,,2.0,11,3,83.0,2.0,
137,GTCtoVCF,Illumina/GTCtoVCF,others,True,https://github.com/Illumina/GTCtoVCF,https://github.com/Illumina/GTCtoVCF,Apache-2.0,2017-10-16 21:28:37,2020-07-09 21:37:46,2020-04-07 18:07:47,19.0,10.0,28.0,27,103.0,2020-04-07 18:05:32,1.2.1,2.0,Script to convert GTC/BPM files to VCF.,,,10.0,11,3,,,
138,liftover,jeremymcrae/liftover,liftover,True,https://github.com/jeremymcrae/liftover,https://github.com/jeremymcrae/liftover,MIT,2019-02-15 18:41:18,2021-03-08 23:47:47,2021-03-08 23:40:55,1.0,1.0,4.0,17,56.0,2021-03-08 23:49:31,1.1.10,10.0,"liftover for python, made fast with cython.",3.0,3.0,2.0,11,2,,,
139,CrossMap,liguowang/CrossMap,liftover,True,https://github.com/liguowang/CrossMap,https://github.com/liguowang/CrossMap,,2018-07-03 19:06:16,2021-04-19 15:56:59,2021-04-19 15:56:57,10.0,15.0,10.0,12,58.0,2021-04-17 01:11:05,0.5.3,7.0,CrossMap is a python program to lift over genome coordinates from one genome version to another.,15.0,15.0,2.0,11,2,,,
140,lancet,nygenome/lancet,variant-caller,True,https://github.com/nygenome/lancet,https://github.com/nygenome/lancet,,2016-02-03 16:52:23,2020-08-12 02:54:56,2020-08-12 02:54:28,32.0,,49.0,135,150.0,2019-11-06 21:17:05,1.1.0,9.0,Microassembly based somatic variant caller for NGS data.,,,2.0,10,3,,,
141,SnpEff,pcingola/SnpEff,variant-annotation,True,https://github.com/pcingola/SnpEff,https://github.com/pcingola/SnpEff,,2014-01-31 22:22:33,2021-04-26 16:35:34,2021-04-21 22:15:00,55.0,25.0,260.0,123,2408.0,,,,,,,19.0,10,3,,,
142,varscan,dkoboldt/varscan,variant-caller,True,https://github.com/dkoboldt/varscan,https://github.com/dkoboldt/varscan,,2015-08-19 17:02:46,2019-07-25 19:52:17,2019-07-25 19:51:52,29.0,55.0,6.0,118,10.0,2016-05-26 17:45:18,2.4.2,3.0,Variant calling and somatic mutation/CNV detection for next-generation sequencing data.,,,2.0,10,3,12346.0,181.0,
143,InterVar,WGLab/InterVar,variant-annotation,True,https://github.com/WGLab/InterVar,https://github.com/WGLab/InterVar,,2015-11-17 07:16:03,2021-05-01 12:39:21,2021-05-01 12:38:58,66.0,26.0,31.0,116,141.0,2020-01-02 15:20:28,V2.1.3,9.0,A bioinformatics software tool for clinical interpretation of genetic variants by the 2015 ACMG-AMP guideline.,,,3.0,10,3,,,
144,bedtk,lh3/bedtk,bed-gtf-gff,True,https://github.com/lh3/bedtk,https://github.com/lh3/bedtk,MIT,2019-10-02 18:29:37,2021-03-04 14:01:55,2021-03-04 14:01:55,10.0,,1.0,105,28.0,,,,A simple toolset for BED files (warning: CLI may change before bedtk becomes stable).,,,3.0,10,3,,,
145,fastq-tools,dcjones/fastq-tools,fasta-fastq,True,https://github.com/dcjones/fastq-tools,https://github.com/dcjones/fastq-tools,MIT,2011-02-26 20:06:07,2020-10-30 16:27:59,2020-10-30 16:27:47,36.0,11.0,9.0,92,62.0,,,,Small utilities for working with fastq sequence files.,,,5.0,10,3,,,
146,breakdancer,genome/breakdancer,structural-variation,True,https://github.com/genome/breakdancer,https://github.com/genome/breakdancer,,2010-09-12 18:05:17,2019-07-31 12:01:13,2015-11-23 22:42:08,39.0,21.0,4.0,91,622.0,,,,SV detection from paired end reads mapping.,,,22.0,10,3,,,
