,name,github_id,category,show,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,projectrank_placing,github_release_downloads,monthly_downloads,trending
72,sra-tools,ncbi/sra-tools,others,True,https://github.com/ncbi/sra-tools,https://github.com/ncbi/sra-tools,,2014-08-21 21:25:38,2021-04-14 17:39:40,2021-03-31 14:20:44,165.0,59.0,418.0,532,4716.0,,,,SRA Tools.,,,33.0,14,2,,,
73,wtdbg2,ruanjue/wtdbg2,assembler,True,https://github.com/ruanjue/wtdbg2,https://github.com/ruanjue/wtdbg2,GPL-3.0,2017-09-29 10:24:08,2021-02-06 12:20:30,2020-12-11 02:30:21,78.0,16.0,199.0,413,437.0,2019-09-13 08:06:32,2.5,6.0,Redbean: A fuzzy Bruijn graph approach to long noisy reads assembly.,,,7.0,14,2,1317.0,42.0,
74,SURVIVOR,fritzsedlazeck/SURVIVOR,structural-variation,True,https://github.com/fritzsedlazeck/SURVIVOR,https://github.com/fritzsedlazeck/SURVIVOR,MIT,2015-10-27 14:55:45,2020-12-02 04:34:55,2020-12-02 04:34:50,28.0,25.0,108.0,183,164.0,2019-02-20 13:30:45,1.0.6,7.0,"Toolset for SV simulation, comparison and filtering.",,,11.0,14,2,,,
75,bam-readcount,genome/bam-readcount,sam-bam-cram,True,https://github.com/genome/bam-readcount,https://github.com/genome/bam-readcount,MIT,2012-01-26 20:32:57,2020-02-10 19:39:19,2020-02-10 19:39:19,67.0,34.0,26.0,181,214.0,2016-10-22 03:26:23,0.8.0,5.0,count DNA sequence reads in BAM files.,,,13.0,14,3,,,
76,NextDenovo,Nextomics/NextDenovo,assembler,True,https://github.com/Nextomics/NextDenovo,https://github.com/Nextomics/NextDenovo,,2019-01-09 07:39:29,2021-02-07 08:41:35,2021-02-07 08:37:26,40.0,15.0,98.0,171,74.0,2020-12-27 05:44:02,2.4.0,10.0,Fast and accurate de novo assembler for long reads.,,,2.0,14,2,4601.0,176.0,
77,FastANI,ParBLiSS/FastANI,others,True,https://github.com/ParBLiSS/FastANI,https://github.com/ParBLiSS/FastANI,Apache-2.0,2017-07-25 21:21:42,2020-09-30 13:48:06,2020-09-30 13:00:57,32.0,27.0,51.0,168,354.0,2020-09-30 13:48:06,1.32,6.0,Fast Whole-Genome Similarity (ANI) Estimation.,,,10.0,14,2,3595.0,87.0,
78,Liftoff,agshumate/Liftoff,liftover,True,https://github.com/agshumate/Liftoff,https://github.com/agshumate/Liftoff,GPL-3.0,2019-11-05 18:33:50,2021-04-08 20:24:23,2021-04-08 14:24:45,19.0,6.0,53.0,138,298.0,2021-04-08 20:24:23,1.6.1,14.0,An accurate GFF3/GTF lift over pipeline.,3.0,3.0,8.0,14,1,,,
79,blasr,PacificBiosciences/blasr,ngs-alignment,True,https://github.com/PacificBiosciences/blasr,https://github.com/PacificBiosciences/blasr,BSD-3-Clause-Clear,2013-03-12 15:22:21,2021-02-26 08:40:08,2021-02-18 10:03:26,75.0,,,124,679.0,2021-02-18 14:43:34,5.3.5,6.0,BLASR: The PacBio long read aligner.,,,19.0,14,3,,,
80,alfred,tobiasrausch/alfred,sam-bam-cram,True,https://github.com/tobiasrausch/alfred,https://github.com/tobiasrausch/alfred,BSD-3-Clause,2016-02-25 08:32:15,2021-03-30 10:35:41,2021-03-30 10:35:37,9.0,4.0,31.0,87,591.0,2021-02-16 20:00:50,0.2.3,21.0,"BAM Statistics, Feature Counting and Annotation.",,,3.0,14,3,804.0,16.0,
81,STRling,quinlan-lab/STRling,str,True,https://github.com/quinlan-lab/STRling,https://github.com/quinlan-lab/STRling,MIT,2019-07-09 17:36:04,2021-04-13 22:27:14,2021-03-10 19:42:47,3.0,11.0,20.0,33,309.0,2021-03-10 19:48:33,0.4.2,8.0,Detect novel (and reference) STR expansions from short-read data.,,,3.0,14,1,158.0,9.0,
82,Phen2Gene,WGLab/Phen2Gene,others,True,https://github.com/WGLab/Phen2Gene,https://github.com/WGLab/Phen2Gene,MIT,2019-03-15 15:32:12,2021-03-22 08:00:28,2021-03-22 07:58:12,8.0,1.0,7.0,23,114.0,2021-03-22 08:00:28,1.2.3,8.0,Phenotype driven gene prioritization for HPO.,,,14.0,14,2,751.0,31.0,
83,Sniffles,fritzsedlazeck/Sniffles,structural-variation,True,https://github.com/fritzsedlazeck/Sniffles,https://github.com/fritzsedlazeck/Sniffles,MIT,2015-10-25 18:32:47,2020-12-18 14:47:59,2020-12-18 14:47:54,48.0,41.0,211.0,256,182.0,2020-07-14 17:27:50,1.0.12a,13.0,Structural variation caller using third generation sequencing.,,,10.0,13,3,,,
84,hap.py,Illumina/hap.py,vcf-bcf,True,https://github.com/Illumina/hap.py,https://github.com/Illumina/hap.py,,2015-04-28 12:43:18,2021-03-18 01:06:20,2021-03-18 01:04:53,81.0,68.0,56.0,255,582.0,2021-03-18 01:06:20,0.3.14,6.0,Haplotype VCF comparison tools.,,,20.0,13,3,50.0,1.0,
85,samblaster,GregoryFaust/samblaster,sam-bam-cram,True,https://github.com/GregoryFaust/samblaster,https://github.com/GregoryFaust/samblaster,MIT,2014-02-11 18:27:47,2020-06-04 16:29:22,2020-06-04 16:29:03,22.0,8.0,34.0,160,88.0,2020-06-04 16:29:22,.0.1.26,14.0,samblaster: a tool to mark duplicates and extract discordant and split reads from sam files.,,,5.0,13,3,7993.0,94.0,
86,lollipops,joiningdata/lollipops,visualization,True,https://github.com/joiningdata/lollipops,https://github.com/joiningdata/lollipops,GPL-3.0,2014-09-11 20:25:12,2020-08-11 23:36:02,2020-06-30 13:11:44,51.0,2.0,45.0,149,87.0,2020-02-11 15:06:53,1.5.2,16.0,Lollipop-style mutation diagrams for annotating genetic variations.,,,4.0,13,3,3418.0,43.0,
87,hgvs,counsyl/hgvs,others,True,https://github.com/counsyl/hgvs,https://github.com/counsyl/hgvs,MIT,2013-10-22 05:18:32,2020-04-29 11:04:03,2020-03-19 16:18:20,58.0,13.0,20.0,146,179.0,2014-12-30 03:13:46,0.9.2,1.0,HGVS variant name parsing and generation.,6.0,6.0,15.0,13,3,,,
88,CNVnator,abyzovlab/CNVnator,cnv,True,https://github.com/abyzovlab/CNVnator,https://github.com/abyzovlab/CNVnator,,2014-07-02 01:46:50,2020-07-07 15:27:09,2020-07-07 15:27:08,54.0,162.0,57.0,141,165.0,2019-08-13 07:33:26,0.4.1,5.0,a tool for CNV discovery and genotyping from depth-of-coverage by mapped reads.,,,19.0,13,2,11887.0,167.0,
89,neusomatic,bioinform/neusomatic,variant-caller,True,https://github.com/bioinform/neusomatic,https://github.com/bioinform/neusomatic,,2018-08-24 22:34:59,2021-04-13 00:19:43,2020-02-28 08:11:28,39.0,13.0,27.0,127,194.0,2019-07-11 07:35:04,0.2.1,7.0,NeuSomatic: Deep convolutional neural networks for accurate somatic mutation detection.,,,25.0,13,2,,,
90,fastx_toolkit,agordon/fastx_toolkit,qc-fastq,True,https://github.com/agordon/fastx_toolkit,https://github.com/agordon/fastx_toolkit,,2013-11-08 13:03:39,2018-12-31 18:07:48,2017-08-14 18:08:32,53.0,7.0,11.0,122,178.0,2014-01-05 21:18:39,0.0.14,4.0,FASTA/FASTQ pre-processing programs.,,,3.0,13,3,69454.0,780.0,
91,MutScan,OpenGene/MutScan,variant-caller,True,https://github.com/OpenGene/MutScan,https://github.com/OpenGene/MutScan,MIT,2016-07-23 02:34:15,2020-01-21 01:36:20,2020-01-21 01:36:19,35.0,3.0,7.0,114,249.0,2018-05-17 13:43:13,1.14.0,26.0,Detect and visualize target mutations by scanning FastQ files directly.,,,4.0,13,2,7.0,0.0,
92,Genrich,jsh58/Genrich,others,True,https://github.com/jsh58/Genrich,https://github.com/jsh58/Genrich,MIT,2018-06-28 13:18:23,2021-03-17 12:13:39,2021-03-16 18:33:16,18.0,4.0,66.0,100,146.0,2021-03-17 12:13:39,0.6.1,8.0,Detecting sites of genomic enrichment.,,,,13,3,,,
93,ExpansionHunter,Illumina/ExpansionHunter,str,True,https://github.com/Illumina/ExpansionHunter,https://github.com/Illumina/ExpansionHunter,,2016-11-10 19:53:15,2021-03-18 04:19:30,2020-12-20 03:21:29,18.0,22.0,31.0,88,226.0,2020-12-20 03:41:07,4.0.2,22.0,A tool for estimating repeat sizes.,,,14.0,13,2,5140.0,98.0,
94,biobambam2,gt1/biobambam2,sam-bam-cram,True,https://github.com/gt1/biobambam2,https://github.com/gt1/biobambam2,,2015-04-16 12:37:14,2019-03-12 16:24:55,2019-03-12 16:23:43,17.0,27.0,43.0,85,1175.0,2018-03-01 13:57:10,2.0.87-release-20180301132713,50.0,Tools for early stage alignment file processing.,,,8.0,13,3,11472.0,159.0,
95,GeneFuse,OpenGene/GeneFuse,structural-variation,True,https://github.com/OpenGene/GeneFuse,https://github.com/OpenGene/GeneFuse,MIT,2017-01-20 06:12:55,2020-09-17 08:39:30,2020-09-17 08:39:30,45.0,24.0,4.0,70,149.0,2018-09-27 14:05:26,0.6.1,7.0,Gene fusion detection and visualization.,,,3.0,13,3,,,
96,minia,GATB/minia,assembler,True,https://github.com/GATB/minia,https://github.com/GATB/minia,AGPL-3.0,2016-04-07 09:27:59,2021-03-04 14:54:18,2021-03-04 14:54:07,9.0,5.0,19.0,59,248.0,2020-06-07 21:39:12,3.2.4,6.0,Minia is a short-read assembler based on a de Bruijn graph.,,,10.0,13,3,5276.0,87.0,
97,shapeit4,odelaneau/shapeit4,others,True,https://github.com/odelaneau/shapeit4,https://github.com/odelaneau/shapeit4,MIT,2018-11-12 12:30:29,2021-03-11 08:41:22,2021-03-11 08:25:12,10.0,27.0,23.0,55,64.0,2021-01-21 08:10:36,4.2.0,5.0,Segmented HAPlotype Estimation and Imputation Tool.,,,3.0,13,3,,,
98,STRetch,Oshlack/STRetch,str,True,https://github.com/Oshlack/STRetch,https://github.com/Oshlack/STRetch,MIT,2017-01-03 04:20:00,2021-02-25 23:35:38,2021-02-25 23:35:31,12.0,6.0,25.0,53,254.0,2019-01-22 00:57:30,0.4.0,8.0,Method for detecting STR expansions from short-read sequencing data.,,,6.0,13,2,,,
99,MToolBox,mitoNGS/MToolBox,mtdna,True,https://github.com/mitoNGS/MToolBox,https://github.com/mitoNGS/MToolBox,GPL-3.0,2015-08-02 18:54:35,2021-02-25 11:09:10,2020-10-14 14:25:25,32.0,41.0,51.0,49,310.0,2019-09-06 15:40:46,1.2.1,5.0,A bioinformatics pipeline to analyze mtDNA from NGS data.,,,6.0,13,3,,,
100,denovogear,ultimatesource/denovogear,variant-caller,True,https://github.com/ultimatesource/denovogear,https://github.com/ultimatesource/denovogear,GPL-3.0,2013-12-19 02:31:41,2020-03-30 05:20:42,2020-03-30 05:20:41,23.0,44.0,113.0,40,973.0,2015-04-21 00:22:41,1.1.1,5.0,A program to detect denovo-variants using next-generation sequencing data.,,,25.0,13,2,923.0,11.0,
101,velvet,dzerbino/velvet,assembler,True,https://github.com/dzerbino/velvet,https://github.com/dzerbino/velvet,GPL-2.0,2008-11-07 18:01:58,2018-07-05 15:48:40,2014-08-15 16:13:23,83.0,,32.0,234,400.0,2018-07-05 15:48:40,1.2.10,1.0,Short read de novo assembler using de Bruijn graphs.,,,15.0,12,3,,,
102,FastQC,s-andrews/FastQC,qc-fastq,True,https://github.com/s-andrews/FastQC,https://github.com/s-andrews/FastQC,,2017-12-21 11:48:51,2021-03-31 01:31:34,2021-01-13 13:18:06,45.0,24.0,44.0,177,49.0,2020-01-08 14:24:09,0.11.9,4.0,A quality control analysis tool for high throughput sequencing data.,,,7.0,12,3,,,
103,hmmer,EddyRivasLab/hmmer,others,True,https://github.com/EddyRivasLab/hmmer,https://github.com/EddyRivasLab/hmmer,,2015-08-30 03:14:51,2021-04-06 14:23:58,2020-11-27 12:44:21,43.0,9.0,185.0,161,1758.0,,,,HMMER: biological sequence analysis using profile HMMs.,,,18.0,12,3,,,
104,VarDict,AstraZeneca-NGS/VarDict,variant-caller,True,https://github.com/AstraZeneca-NGS/VarDict,https://github.com/AstraZeneca-NGS/VarDict,MIT,2014-07-15 12:50:23,2021-01-25 14:10:55,2021-01-25 14:10:54,51.0,17.0,80.0,145,292.0,,,,VarDict.,,,21.0,12,3,,,
105,gtz,Genetalks/gtz,compression,True,https://github.com/Genetalks/gtz,https://github.com/Genetalks/gtz,,2016-11-11 06:26:00,2021-04-06 02:38:22,2021-04-06 02:38:22,37.0,8.0,21.0,138,810.0,2021-04-06 02:26:50,professional_v3.0.1,12.0,"A high performance and compression ratio compressor for genomic data, powered by GTXLab of Genetalks.",,,17.0,12,1,,,
106,KMC,refresh-bio/KMC,kmer,True,https://github.com/refresh-bio/KMC,https://github.com/refresh-bio/KMC,,2014-12-10 16:49:11,2021-02-14 08:39:43,2020-10-01 06:43:35,40.0,63.0,85.0,134,138.0,2019-05-28 10:53:11,3.1.1,8.0,Fast and frugal disk based k-mer counter.,,,12.0,12,2,7493.0,101.0,
107,genomescope,schatzlab/genomescope,others,True,https://github.com/schatzlab/genomescope,https://github.com/schatzlab/genomescope,Apache-2.0,2016-02-23 20:49:02,2021-03-03 02:41:47,2018-02-15 17:35:29,28.0,31.0,20.0,118,129.0,2017-06-14 18:04:18,1.0.0,1.0,Fast genome analysis from unassembled short reads.,,,9.0,12,3,,,
108,OptiType,FRED-2/OptiType,mhc-hla,True,https://github.com/FRED-2/OptiType,https://github.com/FRED-2/OptiType,BSD-3-Clause,2014-05-07 12:08:32,2020-09-15 10:42:30,2020-09-15 10:27:36,64.0,28.0,60.0,117,136.0,2020-09-15 10:42:30,1.3.5,7.0,Precision HLA typing from next-generation sequencing data.,,,13.0,12,2,,,
109,truvari,spiralgenetics/truvari,structural-variation,True,https://github.com/spiralgenetics/truvari,https://github.com/spiralgenetics/truvari,MIT,2018-04-13 17:50:41,2021-04-02 22:17:16,2021-04-02 22:16:14,23.0,,55.0,89,206.0,,,,Structural variant toolkit for VCFs.,2.0,2.0,11.0,12,3,,,
110,tophat,DaehwanKimLab/tophat,ngs-alignment,True,https://github.com/DaehwanKimLab/tophat,https://github.com/DaehwanKimLab/tophat,BSL-1.0,2015-03-30 17:43:30,2018-05-24 15:26:49,2018-05-24 15:24:31,35.0,35.0,11.0,88,4353.0,,,,Spliced read mapper for RNA-Seq.,,,25.0,12,3,,,
111,svim,eldariont/svim,structural-variation,True,https://github.com/eldariont/svim,https://github.com/eldariont/svim,GPL-3.0,2018-02-01 09:40:35,2021-04-15 12:08:47,2021-04-15 12:08:26,7.0,3.0,44.0,83,363.0,2020-10-08 11:33:29,1.4.2,16.0,Structural Variant Identification Method using Long Reads.,1.0,1.0,,12,3,,,
112,bwa-meth,brentp/bwa-meth,ngs-alignment,True,https://github.com/brentp/bwa-meth,https://github.com/brentp/bwa-meth,MIT,2013-12-02 21:17:07,2021-02-19 22:30:36,2021-02-19 22:30:28,39.0,12.0,44.0,82,354.0,,,,fast and accurate alignment of BS-Seq reads using bwa-mem and a 3-letter genome.,,,10.0,12,3,,,
113,HLA-LA,DiltheyLab/HLA-LA,mhc-hla,True,https://github.com/DiltheyLab/HLA-LA,https://github.com/DiltheyLab/HLA-LA,GPL-3.0,2017-03-14 19:36:57,2020-10-01 19:11:48,2020-10-01 19:06:46,24.0,14.0,35.0,70,154.0,2019-04-08 11:18:56,1.0.1,2.0,Fast HLA type inference from whole-genome data.,,,10.0,12,2,,,
114,cuteSV,tjiangHIT/cuteSV,structural-variation,True,https://github.com/tjiangHIT/cuteSV,https://github.com/tjiangHIT/cuteSV,MIT,2018-09-11 08:26:12,2021-01-23 09:01:42,2021-01-23 09:01:41,7.0,2.0,22.0,64,161.0,2020-12-31 01:50:39,cuteSV-v1.0.10,10.0,Long read based human genomic structural variation detection with cuteSV.,,,4.0,12,3,,,
115,PharmCAT,PharmGKB/PharmCAT,others,True,https://github.com/PharmGKB/PharmCAT,https://github.com/PharmGKB/PharmCAT,MPL-2.0,2016-04-07 01:38:19,2021-04-15 00:23:56,2020-09-09 03:03:29,18.0,14.0,31.0,42,1004.0,,,11.0,The Pharmacogenomic Clinical Annotation Tool.,,,15.0,12,3,1146.0,19.0,
116,SpliceAI,Illumina/SpliceAI,variant-annotation,True,https://github.com/Illumina/SpliceAI,https://github.com/Illumina/SpliceAI,,2019-01-02 20:37:36,2020-12-09 22:35:22,2020-05-15 06:15:05,72.0,,63.0,169,160.0,,,,A deep learning-based tool to identify splice variants.,4.0,4.0,11.0,11,2,,,
117,SOAPdenovo2,aquaskyline/SOAPdenovo2,assembler,True,https://github.com/aquaskyline/SOAPdenovo2,https://github.com/aquaskyline/SOAPdenovo2,GPL-3.0,2013-08-24 06:11:01,2021-01-21 02:55:17,2021-01-21 02:55:16,54.0,2.0,59.0,155,52.0,2020-10-23 01:21:46,r242,3.0,Next generation sequencing reads de novo assembler.,,,11.0,11,3,,,
118,pindel,genome/pindel,structural-variation,True,https://github.com/genome/pindel,https://github.com/genome/pindel,GPL-3.0,2013-03-05 20:50:49,2020-01-07 15:06:31,2017-05-08 14:34:18,82.0,71.0,14.0,133,697.0,,,,"Pindel can detect breakpoints of large deletions, medium sized insertions, inversions, tandem duplications and other..",,,30.0,11,3,,,
119,SUPPA,comprna/SUPPA,quantification,True,https://github.com/comprna/SUPPA,https://github.com/comprna/SUPPA,MIT,2017-01-04 11:45:06,2020-11-03 14:04:10,2020-11-03 14:04:10,44.0,20.0,90.0,121,101.0,2018-02-22 15:44:52,2.3,4.0,SUPPA2: Fast quantification of differential splicing.,,,10.0,11,3,,,
120,pyflow,Illumina/pyflow,workflow,True,https://github.com/Illumina/pyflow,https://github.com/Illumina/pyflow,,2013-05-08 00:58:25,2020-07-01 21:52:29,2020-07-01 21:52:27,32.0,13.0,10.0,110,120.0,2018-03-02 17:28:27,1.1.20,19.0,A lightweight parallel task engine.,,,3.0,11,3,2160.0,24.0,
121,primer3,primer3-org/primer3,primer-designing,True,https://github.com/primer3-org/primer3,https://github.com/primer3-org/primer3,GPL-2.0,2017-10-13 08:07:52,2020-11-16 23:48:18,2020-05-03 12:34:59,32.0,11.0,24.0,103,1083.0,2019-08-17 14:39:21,2.5.0,1.0,Primer3 is a command line tool to select primers for polymerase chain reaction (PCR).,,,7.0,11,3,325.0,16.0,
122,msisensor,ding-lab/msisensor,msi-detection,True,https://github.com/ding-lab/msisensor,https://github.com/ding-lab/msisensor,MIT,2013-09-26 19:18:35,2021-01-06 07:12:42,2021-01-06 07:12:41,46.0,10.0,32.0,103,109.0,2019-05-21 19:01:18,0.6,6.0,microsatellite instability detection using tumor only or paired tumor-normal data.,,,5.0,11,1,353.0,10.0,
123,repaq,OpenGene/repaq,compression,True,https://github.com/OpenGene/repaq,https://github.com/OpenGene/repaq,MIT,2018-07-20 14:35:55,2020-06-14 22:14:51,2020-06-14 22:14:49,15.0,6.0,12.0,82,69.0,2020-01-07 10:03:07,0.3.0,4.0,A fast lossless FASTQ compressor with ultra-high compression ratio.,,,3.0,11,2,,,
124,NeoPredPipe,MathOnco/NeoPredPipe,mhc-hla,True,https://github.com/MathOnco/NeoPredPipe,https://github.com/MathOnco/NeoPredPipe,LGPL-3.0,2018-12-08 11:23:31,2021-03-25 17:37:35,2021-03-25 17:37:35,15.0,4.0,23.0,60,253.0,2019-05-29 09:57:59,1.1,2.0,Neoantigens prediction pipeline for multi- or single-region vcf files using ANNOVAR and netMHCpan.,,,4.0,11,3,,,
125,PennCNV,WGLab/PennCNV,cnv,True,https://github.com/WGLab/PennCNV,https://github.com/WGLab/PennCNV,,2015-02-26 05:51:05,2020-08-15 04:23:04,2020-08-15 04:23:03,36.0,23.0,42.0,55,166.0,2019-01-10 04:30:35,1.0.5,6.0,Copy number vaiation detection from SNP arrays.,,,5.0,11,2,,,
126,genozip,divonlan/genozip,compression,True,https://github.com/divonlan/genozip,https://github.com/divonlan/genozip,,2019-12-15 05:23:54,2021-03-24 11:17:16,2021-03-24 11:17:09,2.0,1.0,3.0,54,2168.0,2021-03-24 11:35:10,genozip-11.0.11,39.0,"Compressor for genomic files (FASTQ, SAM/BAM, VCF, FASTA, GVF, 23andMe...), up to 5x better than gzip and faster too.",,,5.0,11,2,,,
127,pbsv,PacificBiosciences/pbsv,structural-variation,True,https://github.com/PacificBiosciences/pbsv,https://github.com/PacificBiosciences/pbsv,BSD-3-Clause-Clear,2018-05-11 14:42:35,2021-03-25 19:33:45,2021-03-25 19:30:14,10.0,,,51,31.0,2020-09-23 10:35:39,2.4.0,10.0,pbsv - PacBio structural variant (SV) calling and analysis tools.,,,5.0,11,3,,,
128,jannovar,charite/jannovar,variant-annotation,True,https://github.com/charite/jannovar,https://github.com/charite/jannovar,,2013-07-07 12:57:20,2021-01-26 13:18:43,2019-11-13 13:37:47,28.0,39.0,204.0,40,1974.0,2019-07-30 09:08:49,0.33,23.0,Annotation of VCF variants with functional impact and from databases (executable+library).,1.0,1.0,21.0,11,2,199.0,2.0,
129,ExpansionHunterDenovo,Illumina/ExpansionHunterDenovo,str,True,https://github.com/Illumina/ExpansionHunterDenovo,https://github.com/Illumina/ExpansionHunterDenovo,,2019-08-22 22:02:44,2021-02-16 04:14:37,2021-02-16 04:05:52,10.0,12.0,6.0,32,33.0,2020-03-04 05:34:28,0.9.0,5.0,A suite of tools for detecting expansions of short tandem repeats.,,,5.0,11,3,484.0,25.0,
130,prohlatype,hammerlab/prohlatype,mhc-hla,True,https://github.com/hammerlab/prohlatype,https://github.com/hammerlab/prohlatype,Apache-2.0,2016-04-29 06:22:05,2019-08-31 20:01:21,2019-08-04 16:43:02,3.0,11.0,45.0,31,1169.0,2018-04-09 21:26:24,0.9.0,2.0,Probabilistic HLA typing.,,,2.0,11,3,83.0,2.0,
131,GTCtoVCF,Illumina/GTCtoVCF,others,True,https://github.com/Illumina/GTCtoVCF,https://github.com/Illumina/GTCtoVCF,Apache-2.0,2017-10-16 21:28:37,2020-07-09 21:37:46,2020-04-07 18:07:47,19.0,10.0,28.0,26,103.0,2020-04-07 18:05:32,1.2.1,2.0,Script to convert GTC/BPM files to VCF.,,,10.0,11,3,,,
132,RepeatHMM,WGLab/RepeatHMM,str,True,https://github.com/WGLab/RepeatHMM,https://github.com/WGLab/RepeatHMM,,2016-07-12 06:23:38,2021-02-19 02:56:38,2021-02-19 02:56:18,12.0,6.0,31.0,24,166.0,2020-12-03 17:34:24,2.0.3,5.0,a hidden Markov model to infer simple repeats from genome sequences.,,,10.0,11,3,53.0,1.0,
133,CrossMap,liguowang/CrossMap,liftover,True,https://github.com/liguowang/CrossMap,https://github.com/liguowang/CrossMap,,2018-07-03 19:06:16,2021-04-15 16:23:10,2021-04-15 16:23:01,10.0,15.0,9.0,12,53.0,2020-12-30 17:13:19,0.5.2,6.0,CrossMap is a python program to lift over genome coordinates from one genome version to another.,14.0,14.0,2.0,11,2,,,1.0
134,lancet,nygenome/lancet,variant-caller,True,https://github.com/nygenome/lancet,https://github.com/nygenome/lancet,,2016-02-03 16:52:23,2020-08-12 02:54:56,2020-08-12 02:54:28,32.0,,49.0,135,150.0,2019-11-06 21:17:05,1.1.0,9.0,Microassembly based somatic variant caller for NGS data.,,,2.0,10,3,,,
135,SnpEff,pcingola/SnpEff,variant-annotation,True,https://github.com/pcingola/SnpEff,https://github.com/pcingola/SnpEff,,2014-01-31 22:22:33,2021-04-12 21:53:23,2021-04-12 21:53:21,55.0,21.0,260.0,120,2407.0,,,,,,,19.0,10,3,,,
136,varscan,dkoboldt/varscan,variant-caller,True,https://github.com/dkoboldt/varscan,https://github.com/dkoboldt/varscan,,2015-08-19 17:02:46,2019-07-25 19:52:17,2019-07-25 19:51:52,29.0,55.0,6.0,118,10.0,2016-05-26 17:45:18,2.4.2,3.0,Variant calling and somatic mutation/CNV detection for next-generation sequencing data.,,,2.0,10,3,12300.0,183.0,
137,InterVar,WGLab/InterVar,variant-annotation,True,https://github.com/WGLab/InterVar,https://github.com/WGLab/InterVar,,2015-11-17 07:16:03,2021-03-01 03:56:00,2021-03-01 03:55:27,65.0,27.0,28.0,115,139.0,2020-01-02 15:20:28,V2.1.3,9.0,A bioinformatics software tool for clinical interpretation of genetic variants by the 2015 ACMG-AMP guideline.,,,3.0,10,3,,,
138,bedtk,lh3/bedtk,bed-gtf-gff,True,https://github.com/lh3/bedtk,https://github.com/lh3/bedtk,MIT,2019-10-02 18:29:37,2021-03-04 14:01:55,2021-03-04 14:01:55,10.0,,1.0,105,28.0,,,,A simple toolset for BED files (warning: CLI may change before bedtk becomes stable).,,,3.0,10,3,,,
139,smartdenovo,ruanjue/smartdenovo,assembler,True,https://github.com/ruanjue/smartdenovo,https://github.com/ruanjue/smartdenovo,GPL-3.0,2015-12-12 06:02:18,2021-02-24 05:00:23,2021-02-24 05:00:23,26.0,7.0,39.0,95,80.0,,,,Ultra-fast de novo assembler using long noisy reads.,,,6.0,10,3,,,
140,fastq-tools,dcjones/fastq-tools,fasta-fastq,True,https://github.com/dcjones/fastq-tools,https://github.com/dcjones/fastq-tools,MIT,2011-02-26 20:06:07,2020-10-30 16:27:59,2020-10-30 16:27:47,36.0,11.0,9.0,92,62.0,,,,Small utilities for working with fastq sequence files.,,,5.0,10,3,,,
141,breakdancer,genome/breakdancer,structural-variation,True,https://github.com/genome/breakdancer,https://github.com/genome/breakdancer,,2010-09-12 18:05:17,2019-07-31 12:01:13,2015-11-23 22:42:08,39.0,21.0,4.0,91,622.0,,,,SV detection from paired end reads mapping.,,,22.0,10,3,,,
142,mutect,broadinstitute/mutect,variant-caller,True,https://github.com/broadinstitute/mutect,https://github.com/broadinstitute/mutect,,2013-01-29 15:09:43,2015-08-26 07:00:26,2014-06-01 20:34:34,39.0,8.0,1.0,88,122.0,2013-08-22 21:08:56,1.1.5,1.0,MuTect -- Accurate and sensitive cancer mutation detection.,,,4.0,10,3,5857.0,63.0,
143,mutalyzer,mutalyzer/mutalyzer,others,True,https://github.com/mutalyzer/mutalyzer,https://github.com/mutalyzer/mutalyzer,,2014-12-08 13:39:52,2021-03-31 18:37:09,2021-03-15 15:44:27,20.0,121.0,197.0,84,1461.0,,,,HGVS variant nomenclature checker.,,,9.0,10,3,,,
144,whatshap,whatshap/whatshap,variant-caller,True,https://github.com/whatshap/whatshap,https://github.com/whatshap/whatshap,MIT,2020-07-02 14:53:00,2021-04-15 14:48:29,2021-04-08 15:52:43,11.0,92.0,191.0,83,,,,,"Read-based phasing of genomic variants, also called haplotype assembly.",4.0,4.0,20.0,10,3,,,
145,fastv,OpenGene/fastv,fasta-fastq,True,https://github.com/OpenGene/fastv,https://github.com/OpenGene/fastv,MIT,2020-03-26 03:33:51,2020-09-29 01:10:39,2020-09-29 01:10:37,14.0,4.0,7.0,75,110.0,2020-05-25 08:45:21,0.8.1,6.0,An ultra-fast tool for identification of SARS-CoV-2 and other microbes from sequencing data. This tool can be used to..,,,2.0,10,3,,,
146,HipSTR,tfwillems/HipSTR,str,True,https://github.com/tfwillems/HipSTR,https://github.com/tfwillems/HipSTR,GPL-2.0,2015-02-25 16:29:07,2020-04-17 16:34:15,2020-04-16 22:16:31,19.0,6.0,65.0,69,1037.0,2020-04-17 16:42:34,0.7,8.0,Genotype and phase short tandem repeats using Illumina whole-genome sequencing data.,,,11.0,10,3,,,
147,pyliftover,konstantint/pyliftover,liftover,True,https://github.com/konstantint/pyliftover,https://github.com/konstantint/pyliftover,MIT,2013-02-23 03:15:00,2019-05-25 20:43:08,2019-05-25 10:05:23,11.0,2.0,11.0,60,16.0,,,,Pure-python implementation of UCSC liftOver genome coordinate conversion.,50.0,50.0,2.0,10,3,,,
